chunk_id,content,metadata,user_id_owner
157fa990-1ef9-4464-b756-2d79d14a57a0,"![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0001/testing1_images/image_000010_3035a0c6ca9f3c81c87478bf471a4e28400e5654db4c1aed915b434c6208f92f.png)

*Image Description:* The image shows a circular checkmark, indicating a positive outcome or correct information.","{""source"": ""testing1.md"", ""section"": ""SAFETY WARNING!"", ""position"": 8, ""user_id_owner"": ""0001""}",0001
17d7ea72-3446-410c-b1fd-93b8a32e5ee6,"## Preamble
Note! There are two options for time schedule operation. For details, follow manual for uPC3 ![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0032/testing1_images/image_000000_9c84c07750648f44d669e076b70a338babd547a1506d76214154aa8b88e7ea66.png) *Image Description:* The image shows a control module with an open door, revealing a detailed interface with various knobs and indicators. On the side, there are colored buttons, possibly for different functions. The left side of the module displays numerical codes and symbols, along with what appears to be a clock symbol. The main panel has labeling and technical symbols, indicating specifications for operation and safety. ![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0032/testing1_images/image_000001_997111cf74526ca091308c8fdc4d6398c70692e0897709915f5516dcaacaced3.png) *Image Description:* The image displays a grey circle with a large white letter ""N"" inside it. Operation and Maintenance Manual VENTUS Suspended Air-Handling Units Rated air flow range 280 - 4300 m3/h ![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0032/testing1_images/image_000002_47fbe6a1a4076d10a0828ac941cc9e33ec5a2e068c3c61cdf0d53bbe8a32ad37.png) *Image Description:* The image shows the term ""VENTUS"" in a stylized font, likely referring to a product related to HVAC systems, particularly the Ventus suspended air-handling units. VenTUs ![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0032/testing1_images/image_000003_799c014a9d2bb6914622fc2323acc61336ae45cc0764f414919406fc751de853.png) *Image Description:* The image appears to be a logo design for ""VTS."" The logo includes the letters ""VTS"" in a bold, modern font, with the 'V' and 'T' in gray and the 'S' in a slightly darker shade. Above the letters, there is an orange arc, resembling a wave or swoosh. The overall design suggests a dynamic and professional appearance. ![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0032/testing1_images/image_000004_325dee478923cf2d88141a9a4805e7ada08682acab167db5d26f52799247e13b.png) *Image Description:* The image is the logo of ""VTS."" It features the text ""VTS"" in bold, with an orange arc above the letters. The logo uses a simple, modern design with a gray and orange color scheme.","{""source"": ""testing1.md"", ""section"": ""Preamble"", ""position"": 1, ""user_id_owner"": ""0032""}",0032
19a3e828-555d-4e87-b510-237bf8c32cac,"![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0001/testing1_images/image_000014_641b74b9edcb44fbdfb41155aaef940cf91e24cd47a8cb24954107dacd285c7f.png)

*Image Description:* The image appears to be two partial versions or samples, likely of an electronic circuit or electrical component. The background is faded and there are faint outlines of a positive (+) and negative (-) symbol, suggesting parts of a circuit board or connection symbols. The focus is on the geometric shapes inside them.","{""source"": ""testing1.md"", ""section"": ""2 Model Descriptions"", ""position"": 17, ""user_id_owner"": ""0001""}",0001
1b101582-f9d2-481e-8ed6-3ae2612fc8e1,"![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0032/testing1_images/image_000017_9ff3dd7a5025cf8ca7448dff05b8ab4d9f2bcd4647d6ff2d3e4d5f3246f0ae27.png)

*Image Description:* The image shows a symbol consisting of a stylized ""X"" with three horizontal dashed lines crossing out the middle section. This is often used as a sign or icon representing error or warning messages in programming contexts.","{""source"": ""testing1.md"", ""section"": ""2 Model Descriptions"", ""position"": 20, ""user_id_owner"": ""0032""}",0032
1b77a363-36dc-46d9-8fda-e9ce9518cc7e,"## 2 Model Descriptions
The VENTUS suspended air handling units are draw-thru air handlers for recuperation, cooling or/and heating load conditions of the air flow range 280-4300 m3/h. The VENTUS air-handling units are designed for a ventilation system where an access to the rotating parts of the unit (a fan's rotor) is feasible neither from the overpressure nor sub atmospheric pressure side of the unit. AHUs are equipped with a wide range of functional sections which offers extensive possibilities of realizing the air treatment process starting from the simplest supply and exhaust to conditioning the supplied air in the field of such parameters as temperature (heat recovery, heating: water of electric heaters, cooling: water or freon coolers), filtration, primary and secondary filters as well as noise level reduction (we offer silencing curtains without any casing to be assembled inside a duct). There is a list of symbols and functions of air handling units: The logos seem to be part of a branding or design element. Table 1 Functions coding","{""source"": ""testing1.md"", ""section"": ""2 Model Descriptions"", ""position"": 25, ""user_id_owner"": ""0001""}",0001
250418a4-b6cb-430d-afdb-836aca6408ba,"## FPV + HC:
Fig.3. Example of the basic supply-exhaust unit (FPV) with additional coils section (HC): 1 - filters, 2 - counter-flow heat exchanger, 3 - fans, 4 - heater, 5 - cooler, 6 - droplet eliminator VVS005s-030s AHUs consist of freely configurable sections. One can find recovery section with very high efficiency counter-flow plate heat exchanger, filters (M5 and F7) and fans with EC motors. For that main unit is possible to choose additional section with heater (water and electric, cooler (water and Freon), secondary filter and silencer. The functions like filtration, heating and cooling are also available installed in one section with a fan (tab.2, fig.4). Table 2 Functionality and length of the sections","{""source"": ""testing1.md"", ""section"": ""FPV + HC:"", ""position"": 41, ""user_id_owner"": ""0001""}",0001
26c95232-0494-4243-a855-f7c39c9b6e72,"## 4.2 Installation Preparation
The units are designed for suspended installation. Suspension of units requires external rigging which shall be field-mounted. Ensure the ceiling opening is large enough for unit installation and maintenance requirements. By default the AHU is positioned horizontalsuspended and also it is possible to set the unit in a vertical position - on a wall.","{""source"": ""testing1.md"", ""section"": ""4.2 Installation Preparation"", ""position"": 65, ""user_id_owner"": ""0032""}",0032
2b9a3e5f-9423-405e-bb8b-703752ceb734,"## NOTICE!
Any damages caused by improper transportation, unloading or storage are not covered by the Warrantee and any claims laid by way of aforementioned issues will not be examined by VTS .","{""source"": ""testing1.md"", ""section"": ""NOTICE!"", ""position"": 63, ""user_id_owner"": ""0001""}",0001
2c14e1f0-1914-41a5-9a4c-0bf1a8532c7a,"## 4 Pre-Installation 4.1 Transport and storage
- NOTICE! Packages onsite must be stored on hardened, dry and protected against any precipitation place.","{""source"": ""testing1.md"", ""section"": ""4 Pre-Installation 4.1 Transport and storage"", ""position"": 52, ""user_id_owner"": ""0001""}",0001
2d140897-ee16-4592-897c-b1796c79239e,"## SAFETY WARNING!
-  Improperly installed, adjusted or altered equipment by an unqualified person could result in death or serious injury.","{""source"": ""testing1.md"", ""section"": ""SAFETY WARNING!"", ""position"": 10, ""user_id_owner"": ""0001""}",0001
2d950f61-246c-4518-8c90-506c3f50a285,"## 4.2.1 Unit Location Recommendations
5. **Outlet of the Supply Air**: The supply air is drawn in through this outlet.","{""source"": ""testing1.md"", ""section"": ""4.2.1 Unit Location Recommendations"", ""position"": 78, ""user_id_owner"": ""0032""}",0032
2ee58c7c-de1c-4f89-b8d4-9b4dc7a6875c,"![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0001/testing1_images/image_000022_72d69f49e737e79e25282158678212de1e63fbaa6383f639c4b0a74cd7461228.png)

*Image Description:* The image shows a sectional view of a heating, ventilation, and air conditioning (HVAC) unit with airflow direction indicated. The image is divided into three different views:","{""source"": ""testing1.md"", ""section"": ""General Information"", ""position"": 31, ""user_id_owner"": ""0001""}",0001
2f39f235-ab62-484e-99e3-62c4ed196de7,"![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0001/testing1_images/image_000025_9ad15782076e4ae9ffba6177fb49b1dd00c8f53e0d3cec997631a98127824901.png)

*Image Description:* The image depicts a logo consisting of the letters ""VTS"" with a curved orange arc above it.","{""source"": ""testing1.md"", ""section"": ""FPV + HC:"", ""position"": 38, ""user_id_owner"": ""0001""}",0001
2fd14223-5314-47af-a1bc-356d7975d578,"![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0001/testing1_images/image_000020_ecd9a8d9ca9a6d162b78f7826f6ab1ec3db95c22f386162a8e419b9638ac6748.png)

*Image Description:* The image shows an air handling unit (AHU) with a cross-flow air exchanger. It features:","{""source"": ""testing1.md"", ""section"": ""2 Model Descriptions"", ""position"": 23, ""user_id_owner"": ""0001""}",0001
31ba6cdd-283f-4fa0-9b64-ea9368342945,"## 4.1.1 Receiving Checklist
-  Do not continue unpacking the shipment if it appears damaged. Retain all internal packing, cartons, and crate. Take photos of damaged material if possible.","{""source"": ""testing1.md"", ""section"": ""4.1.1 Receiving Checklist"", ""position"": 56, ""user_id_owner"": ""0001""}",0001
31ebd35c-4aba-4fd9-b6d8-763e33a6d9e7,"![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0032/testing1_images/image_000015_5fbed48b0c0c9158d2873b5e4f42dcbffe605cb2e6a155dad3e1b1af41eb0a89.png)

*Image Description:* The image appears to show two logos of the same entity, each with a stylized representation of an abstract symbol. The first logo at the top has a simple, line-drawn shape with horizontal lines. The second logo at the bottom includes two vertical bars and a stylized horizontal line beneath a symbol resembling an equilateral triangle, which is also connected to horizontal lines.","{""source"": ""testing1.md"", ""section"": ""2 Model Descriptions"", ""position"": 18, ""user_id_owner"": ""0032""}",0032
3209dd91-b644-499f-ac19-c02c7360af1b,"![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0032/testing1_images/image_000030_5d37dbb319ad0de01a4bd54b47dbf475713fbd5a6ee9d5ee8676db063ab239c6.png)

*Image Description:* The image appears to be a technical drawing showing a rectangular section with annotated dimensions labeled as “L.” It features angular markers at the intersections of the edges, likely indicating precise locations for cut or mounting points.","{""source"": ""testing1.md"", ""section"": ""FHEV:"", ""position"": 45, ""user_id_owner"": ""0032""}",0032
32c9f7ab-632b-41f5-800e-21916f13067f,"## 4.1.1 Receiving Checklist
-  Notify the carrier's terminal of the damage immediately by phone and mail. Request an immediate joint inspection of the damage by the carrier and consignee.","{""source"": ""testing1.md"", ""section"": ""4.1.1 Receiving Checklist"", ""position"": 60, ""user_id_owner"": ""0032""}",0032
33b82c96-4c0d-4449-a629-0502644c902f,"![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0032/testing1_images/image_000032_a02976b7c088f695a4228c73aeb4feca2631a0097dc47693bc850aa79f23e015.png)

*Image Description:* The image appears to be a logo with the letters ""VT"" in white, accompanied by a yellow arc above the ""V"" and the letters in gray below the ""V."" It is likely part of branding or logo design related to HVAC (Heating, Ventilation, and Air Conditioning) equipment or services.","{""source"": ""testing1.md"", ""section"": ""4 Pre-Installation 4.1 Transport and storage"", ""position"": 50, ""user_id_owner"": ""0032""}",0032
38bbcae9-ef3f-4caa-9177-19a4f5e314b4,"## Table of Contents
- 2. Model Descriptions  5: (""section"": ""Model Descriptions  5"", ""position"": 14-30, ""chunk_ids"": [""3aff901f-bc14-413f-b8df-6b2e26d72750"", ""3ae9c0dd-ed8a-47a1-9240-2ef4810b8e5c"", ""d85eea2d-2009-4dce-8a27-27936f084aab"", ""19a3e828-555d-4e87-b510-237bf8c32cac"", ""974db7d3-9a54-4258-add2-72608d9d030a"", ""932ba8f8-cd3f-4c0b-8e8f-810bdaf0b23b"", ""b47847d8-03ab-498f-aac6-abddb2994355"", ""e0240675-fdce-493c-8ed6-b9d428a607ec"", ""b7ea8053-cddb-4fa9-9256-eb035ca205f4"", ""2fd14223-5314-47af-a1bc-356d7975d578"", ""0fef099f-2f32-4f17-bab3-bd8768b91fc1"", ""1b77a363-36dc-46d9-8fda-e9ce9518cc7e"", ""ae014fa2-6f0c-4d49-8f68-5d5be04b1960"", ""852fcde4-bf8f-42f8-8293-437c559b15bc"", ""84e5a46b-09a4-4bec-97c6-311804517899"", ""d68d3634-a7b2-4d34-bea1-d1301b235956"", ""de862414-f982-4445-82be-f318280dfaa9""])
- 3. General Information  6: (""section"": ""General Information  6"", ""position"": 31-37, ""chunk_ids"": [""2ee58c7c-de1c-4f89-b8d4-9b4dc7a6875c"", ""c385d7c7-8930-4ebe-9b72-41befda77ab9"", ""bed12db7-acf0-44d4-ae68-edcd97998569"", ""c8030f1e-49eb-451d-8137-a99b497b67c0"", ""09933b55-1f89-4122-bdf7-d98ca2549a91"", ""c600f7af-04e9-4d82-867c-aaceb7863e42"", ""d93718b0-823e-4fdd-ac39-70527377a7a8""])
- 4. Pre-Installation 9: (""section"": ""Pre-Installation 9"", ""position"": none)
- 4.1. Transport and storage  9: (""section"": ""Transport and storage  9"", ""position"": none)
- 4.1.1. Receiving Checklist: (""section"": ""Receiving Checklist"", ""position"": 54-62, ""chunk_ids"": [""62c1586b-56a3-415a-b3f8-302312f326d9"", ""0da54ac9-7fba-46ea-9175-681d5377d09c"", ""31ba6cdd-283f-4fa0-9b64-ea9368342945"", ""46afa0d2-a1ab-498b-acad-2f31d8987cb2"", ""72f8e6f4-7e6c-4870-8f08-efedaaf06541"", ""9dcdcd5d-e675-432f-b922-5dafaffba3bb"", ""dd0276b6-8ebc-4030-9e64-4c1d3333f6ae"", ""8be04ef3-13be-47ce-bfc4-9d8025a32d14"", ""5e7955c4-9700-46fa-8fd1-896a4da3ea13""])
- 4.2. Installation Preparation 10: (""section"": ""Installation Preparation 10"", ""position"": 64-66, ""chunk_ids"": [""d4a469fd-c930-4d8c-8a87-ace6f54e7a97"", ""eb7bd093-8d75-4ece-9916-b50576603a1d"", ""f7711dc2-0db4-4ef6-aa49-964c4bdde825""])
- 4.2.1. Unit Location Recommendations: (""section"": ""Unit Location Recommendations"", ""position"": 67-80, ""chunk_ids"": [""59a40c38-b51a-4b36-bb5f-e19944a84c65"", ""c69cae9f-b53a-4a0a-bd64-6a64ea68533f"", ""881ba8cb-6168-4c02-ad02-501a42804384"", ""a2414f1f-8bf3-4c2f-a317-3025bf7d8fc8"", ""d6096d8a-8f7f-481e-b7b8-d1f5a7e85803"", ""66ad56b1-d25d-44b4-b50a-57fcc5872fab"", ""65a81e27-d4a9-47f3-9812-1cd970789474"", ""dab61ed4-327b-47c3-aa50-e8ae28046b39"", ""4c868d19-0d56-4138-8f5e-b5e2edf6df69"", ""c7d0bc33-ee1f-48fe-82af-8de9064f1e14"", ""3eb6eb9e-a5cd-4262-b51f-be0d63e90e33"", ""f78bf55a-d35b-4e79-b46c-8cea79cabe36"", ""a1a63f32-0aaa-4c06-9a2b-c4b9245d8bde"", ""65b7ac1c-5d0f-4669-bd5d-d578af08eb09""])
- 4.2.2. Assembly in suspended position: (""section"": ""Assembly in suspended position"", ""position"": 81-82, ""chunk_ids"": [""c9999001-18ec-44ae-acfb-8114d896af83"", ""5a4cc40a-72a6-46d0-9f37-ec042189afb9""])
- 4.2.3. Setting in vertical position: (""section"": ""Setting in vertical position"", ""position"": none)
- 4.2.4. Connecting the ventilation ducts: (""section"": ""Connecting the ventilation ducts"", ""position"": none)
- 4.2.5. Connection of heaters and coolers: (""section"": ""Connection of heaters and coolers"", ""position"": none)
- 4.2.6. Draining out condensate: (""section"": ""Draining out condensate"", ""position"": none)
- 4.2.7. Electric connection: (""section"": ""Electric connection"", ""position"": none)
- 4.3. Service Access 18: (""section"": ""Service Access 18"", ""position"": none)
- 4.3.1. Skid Removal: (""section"": ""Skid Removal"", ""position"": none)
- 4.4. AHU components  19: (""section"": ""AHU components  19"", ""position"": none)
- 4.4.1. Hydronic coil exchangers: (""section"": ""Hydronic coil exchangers"", ""position"": none)
- 4.4.2. DX Coils: (""section"": ""DX Coils"", ""position"": none)
- 4.4.3. Electric Heaters: (""section"": ""Electric Heaters"", ""position"": none)
- 4.4.4. Fan's motors: (""section"": ""Fan's motors"", ""position"": none)
- 4.4.5. Air Filters: (""section"": ""Air Filters"", ""position"": none)
- 5. Automation 32: (""section"": ""Automation 32"", ""position"": none)
- 5.1. Description of controls  32: (""section"": ""Description of controls  32"", ""position"": none)
- 5.1.1. Introduction: (""section"": ""Introduction"", ""position"": none)
- 5.1.2. Mains switch: (""section"": ""Mains switch"", ""position"": none)
- 5.1.3. Communication port: (""section"": ""Communication port"", ""position"": none)
- 5.1.4. Signaling controller status: (""section"": ""Signaling controller status"", ""position"": none)
- 5.1.5. Simplified control panel - HMI Basic UPC: (""section"": ""Simplified control panel - HMI Basic UPC"", ""position"": none)
- 5.2. System: (""section"": ""System"", ""position"": none)
- 1. Start-Up: (""section"": ""Start-Up"", ""position"": none)
- 5.2.1. Switching on power supply: (""section"": ""Switching on power supply"", ""position"": none)
- 5.2.2. HMI Advanced UPC: (""section"": ""HMI Advanced UPC"", ""position"": none)
- 5.2.3. Selection of operating mode: (""section"": ""Selection of operating mode"", ""position"": none)
- 5.3. data: (""section"": ""data"", ""position"": none)
- 2. Technical: (""section"": ""Technical"", ""position"": none)
- 5.3.2 Carel. 5.3.2 Carel: (""section"": ""5.3.2 Carel"", ""position"": none)
- 5.3.3 Cabling. 5.3.3 Cabling: (""section"": ""5.3.3 Cabling"", ""position"": none)
- 5.4. : (""section"": """", ""position"": none)
- 3. : (""section"": """", ""position"": none)
- 5.4.2 Power connection. 5.4.2 Power connection: (""section"": ""5.4.2 Power connection"", ""position"": none)
- 5.4.3 Connection of automation elements. 5.4.3 Connection of automation elements: (""section"": ""5.4.3 Connection of automation elements"", ""position"": none)
- 6.1 Electrical system. 6.1 Electrical system: (""section"": ""6.1 Electrical system"", ""position"": none)
- 6.2. : (""section"": """", ""position"": none)
- 6.3 Water heaters. 6.3 Water heaters: (""section"": ""6.3 Water heaters"", ""position"": none)
- 6.4 Electric heaters. 6.4 Electric heaters: (""section"": ""6.4 Electric heaters"", ""position"": none)
- 6.5 Water and freon coolers. 6.5 Water and freon coolers: (""section"": ""6.5 Water and freon coolers"", ""position"": none)
- 6.6 Counter-flow heat exchangers. 6.6 Counter-flow heat exchangers: (""section"": ""6.6 Counter-flow heat exchangers"", ""position"": none)
- 6.7 Fan unit. 6.7 Fan unit: (""section"": ""6.7 Fan unit"", ""position"": none)
- adjustment. adjustment: (""section"": ""adjustment"", ""position"": none)
- 7 Start-up and. 7 Start-up and: (""section"": ""7 Start-up and"", ""position"": none)
- 7.1 Measurement of air quantity and AHU output adjustment. 7.1 Measurement of air quantity and AHU output adjustment: (""section"": ""7.1 Measurement of air quantity and AHU output adjustment"", ""position"": none)
- 7.2 Heat output adjustment of water heater. 7.2 Heat output adjustment of water heater: (""section"": ""7.2 Heat output adjustment of water heater"", ""position"": none)
- 7.3 Adjustment of electric heater. 7.3 Adjustment of electric heater: (""section"": ""7.3 Adjustment of electric heater"", ""position"": none)
- 7.4 Adjustment of cooler performance. 7.4 Adjustment of cooler performance: (""section"": ""7.4 Adjustment of cooler performance"", ""position"": none)
- 8 Operation and maintenance. 8 Operation and maintenance: (""section"": ""8 Operation and maintenance"", ""position"": none)
- 8.1 Dampers. 8.1 Dampers: (""section"": ""8.1 Dampers"", ""position"": none)
- 8.2 Filters. 8.2 Filters: (""section"": ""8.2 Filters"", ""position"": none)
- 8.3 Heat exchangers. 8.3 Heat exchangers: (""section"": ""8.3 Heat exchangers"", ""position"": none)
- 8.3.1 Water heater. 8.3.1 Water heater: (""section"": ""8.3.1 Water heater"", ""position"": none)
- 8.3.2 Electric Heater. 8.3.2 Electric Heater: (""section"": ""8.3.2 Electric Heater"", ""position"": none)
- 8.3.3 Water cooler. 8.3.3 Water cooler: (""section"": ""8.3.3 Water cooler"", ""position"": none)
- 8.3.4 Freon cooler and. 8.3.4 Freon cooler and: (""section"": ""8.3.4 Freon cooler and"", ""position"": none)
- 8.3.5 Counter flow heat exchanger. 8.3.5 Counter flow heat exchanger: (""section"": ""8.3.5 Counter flow heat exchanger"", ""position"": none)
- 8.4 Silencer section. 8.4 Silencer section: (""section"": ""8.4 Silencer section"", ""position"": none)
- 4. : (""section"": """", ""position"": none)
- 8.5 Fan unit  Safety. 8.5 Fan unit  Safety: (""section"": ""8.5 Fan unit  Safety"", ""position"": none)
- 9. instructions: (""section"": ""instructions"", ""position"": none)
- 11. Technical information to the regulation (U) No 327/2011: (""section"": ""Technical information to the regulation (U) No 327/2011"", ""position"": none)","{""source"": ""testing1.md"", ""section"": ""ToC"", ""position"": 0, ""user_id_owner"": ""0001""}",0001
3ae9c0dd-ed8a-47a1-9240-2ef4810b8e5c,"![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0001/testing1_images/image_000012_5d5662917d16d89ceb8a96f558f9c1f40015d4f2845f60ebccefe1269dfec461.png)

*Image Description:* The image displays two circular icons with a large ""Play"" button in the center, surrounded by a circular border. These icons are likely associated with video playback, indicated by the visible video fragments at the sides.","{""source"": ""testing1.md"", ""section"": ""2 Model Descriptions"", ""position"": 15, ""user_id_owner"": ""0001""}",0001
3af8d6f1-9f5b-494e-a159-963d54ee459d,"![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0001/testing1_images/image_000027_0dfec3695555fd17cb5a0f272f3027f013f9abbc471019072e54f2500260c1dc.png)

*Image Description:* The image shows a FVH (Fuel Valve Hose Vacuum) system featuring a filter, a water heater, and a fan. The vacuum system is designed for vehicle fuels (FHEV).","{""source"": ""testing1.md"", ""section"": ""FPV + HC:"", ""position"": 40, ""user_id_owner"": ""0001""}",0001
3aff901f-bc14-413f-b8df-6b2e26d72750,"![Image](https://gwgxilpxnvsdcsqnyzbj.supabase.co/storage/v1/object/public/user.files/0001/testing1_images/image_000011_c4bf8826a67b16c60cd1a4677fbae184ed0600cf3bbb8f1c706268a8f6671143.png)

*Image Description:* The image shows a circular symbol characterized by a vertical wavy line, which appears to be part of a list of symbols and functions for air handling units.","{""source"": ""testing1.md"", ""section"": ""2 Model Descriptions"", ""position"": 14, ""user_id_owner"": ""0001""}",0001
